Feature,Importance,source_series,group,feat_type
HOUSTMW__rollstd12,1.1495645e-05,HOUSTMW,Housing,rolling_stat
SP500__lag12,1.1468336e-05,SP500,Stock Market,lag
TB6MS__lag6,1.1439463e-05,TB6MS,Interest and Exchange Rates,lag
NDMANEMP__rollstd6,1.14299055e-05,NDMANEMP,Labor Market,rolling_stat
IPDCONGD__rollz24,1.1405757e-05,IPDCONGD,Output and Income,rolling_stat
DSERRG3M086SBEA__rollstd12,1.110547e-05,DSERRG3M086SBEA,Prices,rolling_stat
IPDCONGD__rollz12,1.0993504e-05,IPDCONGD,Output and Income,rolling_stat
M1SL__rollmean6,1.0977243e-05,M1SL,Money and Credit,rolling_stat
OILPRICEx__lag6,1.0893845e-05,OILPRICEx,Prices,lag
USGOOD__rollstd12,1.0801385e-05,USGOOD,Labor Market,rolling_stat
M2REAL__mom12,1.0699891e-05,M2REAL,Money and Credit,momentum
TOTRESNS__mom12,1.0694906e-05,TOTRESNS,Money and Credit,momentum
AAA__mom3,1.0576613e-05,AAA,Interest and Exchange Rates,momentum
IPMAT__rollz12,1.05746185e-05,IPMAT,Output and Income,rolling_stat
AAAFFM__rollstd12,1.0560455e-05,AAAFFM,Interest and Exchange Rates,rolling_stat
USFIRE__mom3,1.0556148e-05,USFIRE,Labor Market,momentum
T10YFFM__lag3,1.0533765e-05,T10YFFM,Interest and Exchange Rates,lag
AAAFFM__rollstd6,1.0525784e-05,AAAFFM,Interest and Exchange Rates,rolling_stat
GS10__lag12,1.0516226e-05,GS10,Interest and Exchange Rates,lag
GS1__lag3,1.04537085e-05,GS1,Interest and Exchange Rates,lag
HOUSTMW__lag6,1.0378742e-05,HOUSTMW,Housing,lag
HOUSTMW__rollstd24,1.0285069e-05,HOUSTMW,Housing,rolling_stat
OILPRICEx__base,1.0256838e-05,OILPRICEx,Prices,base
PERMITS__mom3,1.0200239e-05,PERMITS,Housing,momentum
IPNCONGD__lag9,1.0101209e-05,IPNCONGD,Output and Income,lag
RPI__lag6,1.0083882e-05,RPI,Output and Income,lag
M2SL__lag1,1.000309e-05,M2SL,Money and Credit,lag
UEMP27OV__rollz6,9.952912e-06,UEMP27OV,Labor Market,rolling_stat
CUSR0000SA0L5__lag1,9.921492e-06,CUSR0000SA0L5,Prices,lag
CPIAPPSL__lag12,9.870558e-06,CPIAPPSL,Prices,lag
GS1__rollz24,9.677633e-06,GS1,Interest and Exchange Rates,rolling_stat
NONREVSL__lag3,9.652443e-06,NONREVSL,Money and Credit,lag
INDPRO__lag9,9.494359e-06,INDPRO,Output and Income,lag
IPDCONGD__rollstd6,9.493946e-06,IPDCONGD,Output and Income,rolling_stat
INVEST__lag6,9.411526e-06,INVEST,Money and Credit,lag
BAA__rollz12,9.396175e-06,BAA,Interest and Exchange Rates,rolling_stat
WPSFD49207__rollstd12,9.336118e-06,WPSFD49207,Prices,rolling_stat
CES2000000008__rollmean24,9.3109675e-06,CES2000000008,Prices,rolling_stat
AAAFFM__lag1,9.2526225e-06,AAAFFM,Interest and Exchange Rates,lag
DTCTHFNM__rollstd6,9.236004e-06,DTCTHFNM,Money and Credit,rolling_stat
IPNMAT__mom12,9.199459e-06,IPNMAT,Output and Income,momentum
TB3MS__lag3,9.186514e-06,TB3MS,Interest and Exchange Rates,lag
UEMP15T26__rollz6,9.149592e-06,UEMP15T26,Labor Market,rolling_stat
CUUR0000SA0L2__rollmean6,9.121919e-06,CUUR0000SA0L2,Prices,rolling_stat
UEMPLT5__mom12,9.048718e-06,UEMPLT5,Labor Market,momentum
CUUR0000SA0L2__rollstd6,8.918645e-06,CUUR0000SA0L2,Prices,rolling_stat
BAA__lag9,8.867966e-06,BAA,Interest and Exchange Rates,lag
CUUR0000SAD__rollmean12,8.863164e-06,CUUR0000SAD,Prices,rolling_stat
DPCERA3M086SBEA__rollmean6,8.8505485e-06,DPCERA3M086SBEA,"Consumption, Orders and Inventories",rolling_stat
T1YFFM__rollmean12,8.825561e-06,T1YFFM,Interest and Exchange Rates,rolling_stat
PERMITNE__rollmean24,8.818654e-06,PERMITNE,Housing,rolling_stat
CES2000000008__lag6,8.775353e-06,CES2000000008,Prices,lag
OILPRICEx__mom12,8.750033e-06,OILPRICEx,Prices,momentum
USCONS__base,8.6838645e-06,USCONS,Labor Market,base
M2SL__rollmean6,8.6389355e-06,M2SL,Money and Credit,rolling_stat
CES1021000001__mom6,8.555663e-06,CES1021000001,Labor Market,momentum
REALLN__lag3,8.520107e-06,REALLN,Money and Credit,lag
M2SL__rollz6,8.50204e-06,M2SL,Money and Credit,rolling_stat
CES1021000001__lag1,8.501861e-06,CES1021000001,Labor Market,lag
USGOOD__rollz12,8.436088e-06,USGOOD,Labor Market,rolling_stat
CPIULFSL__mom6,8.3406585e-06,CPIULFSL,Prices,momentum
M2SL__rollstd12,8.25686e-06,M2SL,Money and Credit,rolling_stat
CUUR0000SA0L2__rollz6,8.197736e-06,CUUR0000SA0L2,Prices,rolling_stat
MANEMP__mom6,8.183656e-06,MANEMP,Labor Market,momentum
TB6MS__rollz24,8.164382e-06,TB6MS,Interest and Exchange Rates,rolling_stat
CUSR0000SAC__rollstd6,8.1054095e-06,CUSR0000SAC,Prices,rolling_stat
UEMP5TO14__rollstd12,8.090427e-06,UEMP5TO14,Labor Market,rolling_stat
TOTRESNS__rollstd12,8.071038e-06,TOTRESNS,Money and Credit,rolling_stat
GS5__rollstd12,7.89865e-06,GS5,Interest and Exchange Rates,rolling_stat
AWHMAN__rollmean6,7.839265e-06,AWHMAN,Labor Market,rolling_stat
INVEST__rollz12,7.738809e-06,INVEST,Money and Credit,rolling_stat
CE16OV__rollstd24,7.7035e-06,CE16OV,Labor Market,rolling_stat
INVEST__mom3,7.664655e-06,INVEST,Money and Credit,momentum
HOUSTS__lag3,7.6223814e-06,HOUSTS,Housing,lag
HOUSTW__rollstd6,7.5751764e-06,HOUSTW,Housing,rolling_stat
IPB51222S__rollz24,7.400797e-06,IPB51222S,Output and Income,rolling_stat
SP500__realizedvol6,7.3837778e-06,SP500__realizedvol6,Stock Market,volatility
USWTRADE__rollz12,7.3732654e-06,USWTRADE,Labor Market,rolling_stat
CES1021000001__lag12,7.332865e-06,CES1021000001,Labor Market,lag
IPBUSEQ__rollmean24,7.281338e-06,IPBUSEQ,Output and Income,rolling_stat
MANEMP__rollz6,7.2388584e-06,MANEMP,Labor Market,rolling_stat
IPDMAT__mom12,7.1545833e-06,IPDMAT,Output and Income,momentum
INVEST__rollstd12,7.1379654e-06,INVEST,Money and Credit,rolling_stat
T5YFFM__mom12,7.075992e-06,T5YFFM,Interest and Exchange Rates,momentum
CUSR0000SA0L5__rollz6,7.0624938e-06,CUSR0000SA0L5,Prices,rolling_stat
CPIULFSL__mom3,7.010771e-06,CPIULFSL,Prices,momentum
UEMP27OV__mom6,6.972283e-06,UEMP27OV,Labor Market,momentum
HOUSTW__mom3,6.9639655e-06,HOUSTW,Housing,momentum
CPIAUCSL__lag12,6.900515e-06,CPIAUCSL,Prices,lag
UEMP5TO14__lag3,6.8804256e-06,UEMP5TO14,Labor Market,lag
WPSFD49207__rollz6,6.828708e-06,WPSFD49207,Prices,rolling_stat
HOUSTMW__rollz6,6.819129e-06,HOUSTMW,Housing,rolling_stat
UEMPMEAN__rollmean6,6.801165e-06,UEMPMEAN,Labor Market,rolling_stat
HOUSTNE__mom12,6.800933e-06,HOUSTNE,Housing,momentum
PERMITS__lag3,6.7978613e-06,PERMITS,Housing,lag
IPFINAL__rollz12,6.6540547e-06,IPFINAL,Output and Income,rolling_stat
IPNMAT__rollmean12,6.6147654e-06,IPNMAT,Output and Income,rolling_stat
IPNCONGD__rollz6,6.610692e-06,IPNCONGD,Output and Income,rolling_stat
M2SL__rollmean24,6.5841705e-06,M2SL,Money and Credit,rolling_stat
DNDGRG3M086SBEA__lag12,6.5790923e-06,DNDGRG3M086SBEA,Prices,lag
INVEST__rollmean6,6.546309e-06,INVEST,Money and Credit,rolling_stat
UEMPLT5__mom6,6.5004265e-06,UEMPLT5,Labor Market,momentum
USGOVT__lag3,6.490454e-06,USGOVT,Labor Market,lag
GS10__lag1,6.4768074e-06,GS10,Interest and Exchange Rates,lag
UEMP15OV__rollstd6,6.450467e-06,UEMP15OV,Labor Market,rolling_stat
M2REAL__mom6,6.402301e-06,M2REAL,Money and Credit,momentum
IPNCONGD__rollstd12,6.3786724e-06,IPNCONGD,Output and Income,rolling_stat
UNRATE__lag3,6.352128e-06,UNRATE,Labor Market,lag
CPIMEDSL__base,6.3393813e-06,CPIMEDSL,Prices,base
CPIMEDSL__rollmean24,6.3123402e-06,CPIMEDSL,Prices,rolling_stat
UEMP15T26__mom6,6.3118155e-06,UEMP15T26,Labor Market,momentum
PERMITMW__lag12,6.2783474e-06,PERMITMW,Housing,lag
UEMP27OV__rollz24,6.238037e-06,UEMP27OV,Labor Market,rolling_stat
UEMPMEAN__lag3,6.168869e-06,UEMPMEAN,Labor Market,lag
DPCERA3M086SBEA__rollstd12,6.154303e-06,DPCERA3M086SBEA,"Consumption, Orders and Inventories",rolling_stat
SRVPRD__lag3,6.154218e-06,SRVPRD,Labor Market,lag
TB6SMFFM__rollstd12,6.1462624e-06,TB6SMFFM,Interest and Exchange Rates,rolling_stat
M2REAL__rollstd6,6.1228498e-06,M2REAL,Money and Credit,rolling_stat
CES1021000001__rollz24,6.114066e-06,CES1021000001,Labor Market,rolling_stat
IPMAT__rollmean24,6.1123105e-06,IPMAT,Output and Income,rolling_stat
M2SL__lag6,6.1096353e-06,M2SL,Money and Credit,lag
USFIRE__rollmean6,6.092119e-06,USFIRE,Labor Market,rolling_stat
BAA__rollmean12,6.069015e-06,BAA,Interest and Exchange Rates,rolling_stat
USGOVT__rollstd24,5.9604577e-06,USGOVT,Labor Market,rolling_stat
CUSR0000SA0L5__rollz24,5.959774e-06,CUSR0000SA0L5,Prices,rolling_stat
PPICMM__rollz12,5.921517e-06,PPICMM,Prices,rolling_stat
PCEPI__rollz24,5.911723e-06,PCEPI,Prices,rolling_stat
IPFPNSS__rollz6,5.829068e-06,IPFPNSS,Output and Income,rolling_stat
PPICMM__mom12,5.8241803e-06,PPICMM,Prices,momentum
PERMIT__lag6,5.7702478e-06,PERMIT,Housing,lag
CPIULFSL__rollmean24,5.7456477e-06,CPIULFSL,Prices,rolling_stat
TB6MS__mom6,5.734211e-06,TB6MS,Interest and Exchange Rates,momentum
PERMIT__rollstd6,5.7128045e-06,PERMIT,Housing,rolling_stat
CUSR0000SA0L5__rollstd12,5.6743615e-06,CUSR0000SA0L5,Prices,rolling_stat
CUMFNS__lag9,5.6630515e-06,CUMFNS,Output and Income,lag
T10YFFM__lag9,5.6477393e-06,T10YFFM,Interest and Exchange Rates,lag
CES3000000008__lag1,5.5687974e-06,CES3000000008,Prices,lag
IPCONGD__rollmean6,5.548128e-06,IPCONGD,Output and Income,rolling_stat
IPDMAT__rollz24,5.4248017e-06,IPDMAT,Output and Income,rolling_stat
IPNCONGD__mom12,5.4232655e-06,IPNCONGD,Output and Income,momentum
INVEST__rollmean24,5.419067e-06,INVEST,Money and Credit,rolling_stat
CUMFNS__rollstd12,5.414937e-06,CUMFNS,Output and Income,rolling_stat
CUSR0000SAC__lag9,5.4140933e-06,CUSR0000SAC,Prices,lag
CUSR0000SAC__rollz6,5.3940835e-06,CUSR0000SAC,Prices,rolling_stat
CPIAUCSL__rollz24,5.3871872e-06,CPIAUCSL,Prices,rolling_stat
TB6MS__rollz6,5.3401263e-06,TB6MS,Interest and Exchange Rates,rolling_stat
SRVPRD__rollz24,5.332802e-06,SRVPRD,Labor Market,rolling_stat
UNRATE__rollstd24,5.302283e-06,UNRATE,Labor Market,rolling_stat
AAAFFM__rollmean24,5.2807595e-06,AAAFFM,Interest and Exchange Rates,rolling_stat
USCONS__rollstd12,5.254159e-06,USCONS,Labor Market,rolling_stat
CUMFNS__rollmean6,5.1427496e-06,CUMFNS,Output and Income,rolling_stat
USWTRADE__rollstd24,5.1261386e-06,USWTRADE,Labor Market,rolling_stat
CUSR0000SAC__lag6,5.0586596e-06,CUSR0000SAC,Prices,lag
NONBORRES__rollmean6,4.9834757e-06,NONBORRES,Money and Credit,rolling_stat
INVEST__rollstd6,4.9654777e-06,INVEST,Money and Credit,rolling_stat
DMANEMP__lag9,4.931752e-06,DMANEMP,Labor Market,lag
CES0600000007__lag3,4.9235405e-06,CES0600000007,Labor Market,lag
INVEST__rollz6,4.8980914e-06,INVEST,Money and Credit,rolling_stat
UNRATE__rollstd12,4.859854e-06,UNRATE,Labor Market,rolling_stat
DPCERA3M086SBEA__rollmean24,4.8395914e-06,DPCERA3M086SBEA,"Consumption, Orders and Inventories",rolling_stat
CUUR0000SA0L2__rollmean12,4.7642957e-06,CUUR0000SA0L2,Prices,rolling_stat
USTPU__lag3,4.7466915e-06,USTPU,Labor Market,lag
AWOTMAN__rollstd24,4.7242524e-06,AWOTMAN,Labor Market,rolling_stat
T10YFFM__rollmean6,4.7082763e-06,T10YFFM,Interest and Exchange Rates,rolling_stat
INVEST__rollstd24,4.7038216e-06,INVEST,Money and Credit,rolling_stat
CPIAUCSL__lag3,4.6903624e-06,CPIAUCSL,Prices,lag
FEDFUNDS__mom6,4.645986e-06,FEDFUNDS,Interest and Exchange Rates,momentum
UEMPMEAN__rollz12,4.625523e-06,UEMPMEAN,Labor Market,rolling_stat
CES3000000008__mom3,4.5764573e-06,CES3000000008,Prices,momentum
DSERRG3M086SBEA__rollmean6,4.505697e-06,DSERRG3M086SBEA,Prices,rolling_stat
NDMANEMP__mom3,4.4997464e-06,NDMANEMP,Labor Market,momentum
CUMFNS__mom6,4.413292e-06,CUMFNS,Output and Income,momentum
T10YFFM__lag12,4.2840225e-06,T10YFFM,Interest and Exchange Rates,lag
TOTRESNS__rollmean12,4.2728125e-06,TOTRESNS,Money and Credit,rolling_stat
CE16OV__rollmean24,4.256276e-06,CE16OV,Labor Market,rolling_stat
TB3MS__rollz12,4.243305e-06,TB3MS,Interest and Exchange Rates,rolling_stat
DTCOLNVHFNM__lag9,4.219208e-06,DTCOLNVHFNM,Money and Credit,lag
AWHMAN__rollstd12,4.2191978e-06,AWHMAN,Labor Market,rolling_stat
USTPU__mom6,4.1817184e-06,USTPU,Labor Market,momentum
DDURRG3M086SBEA__mom3,4.161126e-06,DDURRG3M086SBEA,Prices,momentum
BUSLOANS__rollmean6,4.1292096e-06,BUSLOANS,Money and Credit,rolling_stat
INDPRO__drawdown60,4.1084645e-06,INDPRO,Output and Income,drawdown
M1SL__mom12,4.0518116e-06,M1SL,Money and Credit,momentum
PERMITMW__rollz12,3.9129736e-06,PERMITMW,Housing,rolling_stat
AAAFFM__lag12,3.9091556e-06,AAAFFM,Interest and Exchange Rates,lag
CPIAPPSL__rollz6,3.9034203e-06,CPIAPPSL,Prices,rolling_stat
TB6MS__lag3,3.87933e-06,TB6MS,Interest and Exchange Rates,lag
USGOVT__rollz24,3.8622925e-06,USGOVT,Labor Market,rolling_stat
DMANEMP__rollstd24,3.8450858e-06,DMANEMP,Labor Market,rolling_stat
IPMAT__mom12,3.8233215e-06,IPMAT,Output and Income,momentum
CPITRNSL__lag9,3.8210023e-06,CPITRNSL,Prices,lag
M1SL__rollmean12,3.817291e-06,M1SL,Money and Credit,rolling_stat
HOUST__rollz24,3.7876382e-06,HOUST,Housing,rolling_stat
NDMANEMP__lag1,3.740805e-06,NDMANEMP,Labor Market,lag
UEMP15OV__rollstd24,3.738895e-06,UEMP15OV,Labor Market,rolling_stat
PERMITS__base,3.724867e-06,PERMITS,Housing,base
INVEST__rollz24,3.7124285e-06,INVEST,Money and Credit,rolling_stat
CPIULFSL__rollstd6,3.6640777e-06,CPIULFSL,Prices,rolling_stat
USGOOD__rollz24,3.5584726e-06,USGOOD,Labor Market,rolling_stat
WPSID61__lag6,3.508328e-06,WPSID61,Prices,lag
MANEMP__lag12,3.4438438e-06,MANEMP,Labor Market,lag
CUMFNS__rollz6,3.443263e-06,CUMFNS,Output and Income,rolling_stat
FEDFUNDS__rollz6,3.386905e-06,FEDFUNDS,Interest and Exchange Rates,rolling_stat
HOUSTNE__rollstd24,3.2955777e-06,HOUSTNE,Housing,rolling_stat
DPCERA3M086SBEA__mom12,3.2700013e-06,DPCERA3M086SBEA,"Consumption, Orders and Inventories",momentum
M1SL__lag3,3.2622006e-06,M1SL,Money and Credit,lag
PCEPI__rollstd6,3.2543664e-06,PCEPI,Prices,rolling_stat
T1YFFM__lag1,3.245052e-06,T1YFFM,Interest and Exchange Rates,lag
PCEPI__rollstd24,3.2063983e-06,PCEPI,Prices,rolling_stat
CPITRNSL__lag12,3.196027e-06,CPITRNSL,Prices,lag
IPNMAT__rollmean6,3.1919446e-06,IPNMAT,Output and Income,rolling_stat
HOUSTNE__rollstd12,3.1418888e-06,HOUSTNE,Housing,rolling_stat
CES1021000001__rollz6,3.0698488e-06,CES1021000001,Labor Market,rolling_stat
CPITRNSL__rollstd12,2.9715488e-06,CPITRNSL,Prices,rolling_stat
CUSR0000SA0L5__rollmean12,2.9436324e-06,CUSR0000SA0L5,Prices,rolling_stat
DTCTHFNM__mom6,2.8409984e-06,DTCTHFNM,Money and Credit,momentum
M2SL__rollstd24,2.8374013e-06,M2SL,Money and Credit,rolling_stat
USWTRADE__lag3,2.8020322e-06,USWTRADE,Labor Market,lag
HOUSTNE__rollstd6,2.8003542e-06,HOUSTNE,Housing,rolling_stat
W875RX1__mom3,2.782464e-06,W875RX1,Output and Income,momentum
TB3SMFFM__rollz24,2.7501603e-06,TB3SMFFM,Interest and Exchange Rates,rolling_stat
TB6SMFFM__lag9,2.7463025e-06,TB6SMFFM,Interest and Exchange Rates,lag
IPDMAT__rollz12,2.7329324e-06,IPDMAT,Output and Income,rolling_stat
BAAFFM__rollstd24,2.7211445e-06,BAAFFM,Interest and Exchange Rates,rolling_stat
TB3MS__rollstd12,2.6426462e-06,TB3MS,Interest and Exchange Rates,rolling_stat
M2SL__rollz24,2.6309742e-06,M2SL,Money and Credit,rolling_stat
DNDGRG3M086SBEA__rollstd12,2.610803e-06,DNDGRG3M086SBEA,Prices,rolling_stat
CE16OV__rollstd6,2.6032455e-06,CE16OV,Labor Market,rolling_stat
USGOOD__rollmean24,2.5769484e-06,USGOOD,Labor Market,rolling_stat
USTRADE__mom12,2.5669185e-06,USTRADE,Labor Market,momentum
PERMITMW__lag3,2.5615764e-06,PERMITMW,Housing,lag
WPSFD49207__rollz12,2.5483184e-06,WPSFD49207,Prices,rolling_stat
NONREVSL__rollz6,2.4979504e-06,NONREVSL,Money and Credit,rolling_stat
CPITRNSL__rollmean12,2.4928931e-06,CPITRNSL,Prices,rolling_stat
HOUST__drawdown36,2.4668034e-06,HOUST,Housing,drawdown
WPSFD49502__lag6,2.4485507e-06,WPSFD49502,Prices,lag
GS10__lag3,2.4330357e-06,GS10,Interest and Exchange Rates,lag
IPNCONGD__rollz12,2.4023777e-06,IPNCONGD,Output and Income,rolling_stat
IPNMAT__rollz24,2.3523903e-06,IPNMAT,Output and Income,rolling_stat
T10YFFM__rollmean24,2.3387172e-06,T10YFFM,Interest and Exchange Rates,rolling_stat
CES0600000008__rollz24,2.3253149e-06,CES0600000008,Prices,rolling_stat
DDURRG3M086SBEA__rollz12,2.3234252e-06,DDURRG3M086SBEA,Prices,rolling_stat
CES3000000008__rollz24,2.310144e-06,CES3000000008,Prices,rolling_stat
USCONS__lag1,2.2840738e-06,USCONS,Labor Market,lag
CPIMEDSL__rollstd12,2.2682261e-06,CPIMEDSL,Prices,rolling_stat
CPIULFSL__rollstd12,2.2395157e-06,CPIULFSL,Prices,rolling_stat
UEMP27OV__lag3,2.225433e-06,UEMP27OV,Labor Market,lag
BAA__rollmean24,2.1874525e-06,BAA,Interest and Exchange Rates,rolling_stat
CUSR0000SAC__rollstd24,2.1649653e-06,CUSR0000SAC,Prices,rolling_stat
CPIULFSL__lag1,2.1529108e-06,CPIULFSL,Prices,lag
IPMANSICS__rollz12,2.1169596e-06,IPMANSICS,Output and Income,rolling_stat
USTRADE__rollmean24,2.1154092e-06,USTRADE,Labor Market,rolling_stat
WPSFD49502__rollstd12,2.1135775e-06,WPSFD49502,Prices,rolling_stat
CPIAPPSL__rollz12,2.0819805e-06,CPIAPPSL,Prices,rolling_stat
PERMITMW__mom3,2.0785333e-06,PERMITMW,Housing,momentum
PCEPI__lag12,2.0579075e-06,PCEPI,Prices,lag
USTPU__rollstd12,2.0576913e-06,USTPU,Labor Market,rolling_stat
BAA__lag1,2.0540144e-06,BAA,Interest and Exchange Rates,lag
CUSR0000SAS__mom3,2.0496768e-06,CUSR0000SAS,Prices,momentum
HOUSTS__lag1,2.0156644e-06,HOUSTS,Housing,lag
RPI__rollmean12,2.0112782e-06,RPI,Output and Income,rolling_stat
WPSFD49502__rollstd24,1.9918314e-06,WPSFD49502,Prices,rolling_stat
DNDGRG3M086SBEA__rollmean24,1.897691e-06,DNDGRG3M086SBEA,Prices,rolling_stat
CLF16OV__rollmean24,1.8565739e-06,CLF16OV,Labor Market,rolling_stat
DTCOLNVHFNM__lag12,1.8431895e-06,DTCOLNVHFNM,Money and Credit,lag
PERMITNE__rollmean6,1.8183738e-06,PERMITNE,Housing,rolling_stat
MANEMP__rollstd12,1.7964913e-06,MANEMP,Labor Market,rolling_stat
DMANEMP__rollstd12,1.7825893e-06,DMANEMP,Labor Market,rolling_stat
PERMITS__rollz12,1.7754942e-06,PERMITS,Housing,rolling_stat
PERMITNE__lag1,1.7719561e-06,PERMITNE,Housing,lag
UEMPMEAN__rollz24,1.7540933e-06,UEMPMEAN,Labor Market,rolling_stat
FEDFUNDS__mom12,1.7535438e-06,FEDFUNDS,Interest and Exchange Rates,momentum
IPFUELS__rollmean12,1.7515547e-06,IPFUELS,Output and Income,rolling_stat
CE16OV__mom6,1.7315084e-06,CE16OV,Labor Market,momentum
CUSR0000SAS__lag3,1.7283626e-06,CUSR0000SAS,Prices,lag
M2REAL__rollz24,1.7224751e-06,M2REAL,Money and Credit,rolling_stat
NONREVSL__rollmean6,1.7219801e-06,NONREVSL,Money and Credit,rolling_stat
INDPRO__rollstd6,1.7154065e-06,INDPRO,Output and Income,rolling_stat
WPSID61__rollmean24,1.7082206e-06,WPSID61,Prices,rolling_stat
CES1021000001__rollmean6,1.6813425e-06,CES1021000001,Labor Market,rolling_stat
IPFINAL__rollz6,1.6792693e-06,IPFINAL,Output and Income,rolling_stat
CPIMEDSL__rollmean12,1.6768558e-06,CPIMEDSL,Prices,rolling_stat
BAA__rollstd24,1.6753901e-06,BAA,Interest and Exchange Rates,rolling_stat
TB3MS__rollz6,1.6210795e-06,TB3MS,Interest and Exchange Rates,rolling_stat
DTCTHFNM__lag6,1.5981514e-06,DTCTHFNM,Money and Credit,lag
CPITRNSL__rollstd24,1.5766168e-06,CPITRNSL,Prices,rolling_stat
UEMPLT5__rollz6,1.5387624e-06,UEMPLT5,Labor Market,rolling_stat
CPIULFSL__rollz6,1.5146348e-06,CPIULFSL,Prices,rolling_stat
AAA__rollz6,1.4703364e-06,AAA,Interest and Exchange Rates,rolling_stat
BUSLOANS__rollmean12,1.456852e-06,BUSLOANS,Money and Credit,rolling_stat
UEMP5TO14__lag12,1.4077749e-06,UEMP5TO14,Labor Market,lag
CPIAUCSL__rollz12,1.4040027e-06,CPIAUCSL,Prices,rolling_stat
IPFPNSS__rollstd6,1.3945328e-06,IPFPNSS,Output and Income,rolling_stat
CPIULFSL__lag3,1.3710787e-06,CPIULFSL,Prices,lag
M2REAL__rollz6,1.3578649e-06,M2REAL,Money and Credit,rolling_stat
AAA__rollstd24,1.3409248e-06,AAA,Interest and Exchange Rates,rolling_stat
CUUR0000SAD__rollmean6,1.336985e-06,CUUR0000SAD,Prices,rolling_stat
UEMPLT5__rollstd12,1.3045607e-06,UEMPLT5,Labor Market,rolling_stat
CONSPI__base,1.3030443e-06,CONSPI,Money and Credit,base
IPMAT__rollmean12,1.2870743e-06,IPMAT,Output and Income,rolling_stat
SRVPRD__rollstd24,1.2834369e-06,SRVPRD,Labor Market,rolling_stat
USTPU__mom12,1.2636406e-06,USTPU,Labor Market,momentum
CES0600000008__lag1,1.257954e-06,CES0600000008,Prices,lag
CONSPI__rollz6,1.2461646e-06,CONSPI,Money and Credit,rolling_stat
UEMPLT5__rollz12,1.2263255e-06,UEMPLT5,Labor Market,rolling_stat
CES0600000007__rollstd12,1.1950495e-06,CES0600000007,Labor Market,rolling_stat
TOTRESNS__rollmean6,1.162048e-06,TOTRESNS,Money and Credit,rolling_stat
UEMP5TO14__rollmean24,1.1452363e-06,UEMP5TO14,Labor Market,rolling_stat
GS5__lag3,1.1246572e-06,GS5,Interest and Exchange Rates,lag
M1SL__rollz6,1.1232876e-06,M1SL,Money and Credit,rolling_stat
NDMANEMP__rollstd12,1.1118467e-06,NDMANEMP,Labor Market,rolling_stat
USTPU__rollz6,1.0940618e-06,USTPU,Labor Market,rolling_stat
USTRADE__rollz6,1.0901152e-06,USTRADE,Labor Market,rolling_stat
CPIULFSL__rollmean12,1.0812839e-06,CPIULFSL,Prices,rolling_stat
IPDCONGD__lag9,1.0614649e-06,IPDCONGD,Output and Income,lag
UEMP5TO14__mom12,1.0032693e-06,UEMP5TO14,Labor Market,momentum
AAA__rollz12,9.927468e-07,AAA,Interest and Exchange Rates,rolling_stat
IPMANSICS__lag3,9.553764e-07,IPMANSICS,Output and Income,lag
OILPRICEx__rollmean6,9.456103e-07,OILPRICEx,Prices,rolling_stat
FEDFUNDS__rollz12,8.990159e-07,FEDFUNDS,Interest and Exchange Rates,rolling_stat
HOUSTNE__rollmean12,8.7940185e-07,HOUSTNE,Housing,rolling_stat
PERMIT__rollz24,8.749048e-07,PERMIT,Housing,rolling_stat
UEMPMEAN__rollz6,8.371473e-07,UEMPMEAN,Labor Market,rolling_stat
IPDCONGD__rollmean24,8.2439044e-07,IPDCONGD,Output and Income,rolling_stat
PERMIT__lag1,7.729169e-07,PERMIT,Housing,lag
IPMAT__lag3,7.705663e-07,IPMAT,Output and Income,lag
IPFUELS__rollmean24,7.584416e-07,IPFUELS,Output and Income,rolling_stat
CUSR0000SAS__mom6,7.5807947e-07,CUSR0000SAS,Prices,momentum
IPBUSEQ__rollz24,7.4712665e-07,IPBUSEQ,Output and Income,rolling_stat
IPFINAL__rollstd24,7.124792e-07,IPFINAL,Output and Income,rolling_stat
INVEST__rollmean12,7.1098617e-07,INVEST,Money and Credit,rolling_stat
PAYEMS__rollstd24,6.895608e-07,PAYEMS,Labor Market,rolling_stat
CPITRNSL__rollmean24,6.7466993e-07,CPITRNSL,Prices,rolling_stat
IPNMAT__rollstd24,6.7218264e-07,IPNMAT,Output and Income,rolling_stat
BAAFFM__lag1,6.6029503e-07,BAAFFM,Interest and Exchange Rates,lag
PERMITMW__rollz6,6.3485976e-07,PERMITMW,Housing,rolling_stat
TB6SMFFM__base,6.1633483e-07,TB6SMFFM,Interest and Exchange Rates,base
CONSPI__rollmean12,6.036292e-07,CONSPI,Money and Credit,rolling_stat
PERMITNE__lag12,5.806913e-07,PERMITNE,Housing,lag
HOUSTW__rollz6,5.6439575e-07,HOUSTW,Housing,rolling_stat
DPCERA3M086SBEA__rollz6,5.419721e-07,DPCERA3M086SBEA,"Consumption, Orders and Inventories",rolling_stat
TB6SMFFM__rollz24,5.415151e-07,TB6SMFFM,Interest and Exchange Rates,rolling_stat
DPCERA3M086SBEA__rollz24,5.357411e-07,DPCERA3M086SBEA,"Consumption, Orders and Inventories",rolling_stat
IPFPNSS__mom12,5.176729e-07,IPFPNSS,Output and Income,momentum
CONSPI__lag3,5.153484e-07,CONSPI,Money and Credit,lag
INDPRO__mom12,4.6291174e-07,INDPRO,Output and Income,momentum
