Feature,Importance,source_series,group,feat_type
PERMITW__rollmean12,0.00025567258,PERMITW,Housing,rolling_stat
GS5__rollmean24,0.0002547198,GS5,Interest and Exchange Rates,rolling_stat
CES0600000007__rollz12,0.00025287436,CES0600000007,Labor Market,rolling_stat
WPSID62__rollz12,0.00025191362,WPSID62,Prices,rolling_stat
IPDCONGD__lag1,0.00025024518,IPDCONGD,Output and Income,lag
CES3000000008__rollstd12,0.0002497063,CES3000000008,Prices,rolling_stat
DPCERA3M086SBEA__base,0.00024508892,DPCERA3M086SBEA,"Consumption, Orders and Inventories",base
GS5__lag1,0.00024366197,GS5,Interest and Exchange Rates,lag
RPI__rollstd6,0.00024084063,RPI,Output and Income,rolling_stat
USTRADE__lag9,0.00024078837,USTRADE,Labor Market,lag
REALLN__rollmean12,0.00023547783,REALLN,Money and Credit,rolling_stat
IPFUELS__rollmean6,0.00023426268,IPFUELS,Output and Income,rolling_stat
HOUST__rollmean6,0.0002322905,HOUST,Housing,rolling_stat
UEMP27OV__rollstd6,0.00023079959,UEMP27OV,Labor Market,rolling_stat
GS1__lag1,0.00023013033,GS1,Interest and Exchange Rates,lag
HOUSTMW__lag3,0.0002299883,HOUSTMW,Housing,lag
CUSR0000SAS__rollz6,0.00022988401,CUSR0000SAS,Prices,rolling_stat
IPBUSEQ__mom6,0.0002298818,IPBUSEQ,Output and Income,momentum
W875RX1__lag3,0.00022944293,W875RX1,Output and Income,lag
IPB51222S__lag12,0.00022818753,IPB51222S,Output and Income,lag
CLF16OV__lag6,0.00022719683,CLF16OV,Labor Market,lag
TB3MS__mom6,0.00022539569,TB3MS,Interest and Exchange Rates,momentum
TOTRESNS__rollz24,0.00022308319,TOTRESNS,Money and Credit,rolling_stat
USGOVT__mom6,0.00022052295,USGOVT,Labor Market,momentum
IPFINAL__rollstd12,0.00021995309,IPFINAL,Output and Income,rolling_stat
CES0600000008__rollmean12,0.0002198225,CES0600000008,Prices,rolling_stat
IPFUELS__mom6,0.00021647656,IPFUELS,Output and Income,momentum
TB3SMFFM__rollstd6,0.00021646493,TB3SMFFM,Interest and Exchange Rates,rolling_stat
UEMP15OV__lag1,0.00021476683,UEMP15OV,Labor Market,lag
DTCTHFNM__base,0.00021448446,DTCTHFNM,Money and Credit,base
INDPRO__lag1,0.00021402391,INDPRO,Output and Income,lag
WPSFD49207__lag6,0.00021374562,WPSFD49207,Prices,lag
IPNCONGD__rollmean12,0.00021298768,IPNCONGD,Output and Income,rolling_stat
AWOTMAN__rollz6,0.0002121963,AWOTMAN,Labor Market,rolling_stat
CES3000000008__rollmean24,0.00021038775,CES3000000008,Prices,rolling_stat
W875RX1__lag1,0.00020943671,W875RX1,Output and Income,lag
WPSFD49207__mom3,0.00020741511,WPSFD49207,Prices,momentum
SRVPRD__lag12,0.00020697407,SRVPRD,Labor Market,lag
UEMP27OV__lag9,0.00020547968,UEMP27OV,Labor Market,lag
PPICMM__lag6,0.00020505967,PPICMM,Prices,lag
DDURRG3M086SBEA__lag1,0.00020442808,DDURRG3M086SBEA,Prices,lag
HOUSTS__mom12,0.00020403398,HOUSTS,Housing,momentum
UEMPMEAN__rollmean12,0.0002035481,UEMPMEAN,Labor Market,rolling_stat
GS10__lag9,0.0002010956,GS10,Interest and Exchange Rates,lag
UEMP15OV__lag3,0.00019782821,UEMP15OV,Labor Market,lag
PERMIT__base,0.0001977283,PERMIT,Housing,base
CPIULFSL__lag6,0.00019614806,CPIULFSL,Prices,lag
IPB51222S__rollmean6,0.00019471836,IPB51222S,Output and Income,rolling_stat
PERMITS__lag6,0.00019470081,PERMITS,Housing,lag
UEMPMEAN__lag12,0.00019468676,UEMPMEAN,Labor Market,lag
CES3000000008__rollstd24,0.00019344005,CES3000000008,Prices,rolling_stat
T5YFFM__lag9,0.00019208773,T5YFFM,Interest and Exchange Rates,lag
SP500__rollz6,0.0001906658,SP500,Stock Market,rolling_stat
CES3000000008__lag9,0.00019064306,CES3000000008,Prices,lag
CE16OV__base,0.00018966332,CE16OV,Labor Market,base
UEMP27OV__lag12,0.00018694454,UEMP27OV,Labor Market,lag
AWHMAN__lag6,0.00018344399,AWHMAN,Labor Market,lag
T5YFFM__mom6,0.00018192166,T5YFFM,Interest and Exchange Rates,momentum
UEMPMEAN__lag1,0.0001812764,UEMPMEAN,Labor Market,lag
HOUSTW__lag1,0.00018030399,HOUSTW,Housing,lag
IPDCONGD__lag12,0.00017850749,IPDCONGD,Output and Income,lag
IPCONGD__mom3,0.00017670535,IPCONGD,Output and Income,momentum
WPSID61__rollmean12,0.00017661168,WPSID61,Prices,rolling_stat
NDMANEMP__rollz12,0.0001759509,NDMANEMP,Labor Market,rolling_stat
NONREVSL__rollz12,0.00017557699,NONREVSL,Money and Credit,rolling_stat
M2REAL__lag1,0.000174881,M2REAL,Money and Credit,lag
IPMANSICS__base,0.0001739063,IPMANSICS,Output and Income,base
CES0600000007__mom6,0.0001738146,CES0600000007,Labor Market,momentum
T1YFFM__rollstd6,0.00017193152,T1YFFM,Interest and Exchange Rates,rolling_stat
DTCOLNVHFNM__rollmean6,0.00017124997,DTCOLNVHFNM,Money and Credit,rolling_stat
IPMAT__rollz24,0.00017098046,IPMAT,Output and Income,rolling_stat
WPSID61__lag12,0.00016883783,WPSID61,Prices,lag
CES1021000001__mom12,0.00016818808,CES1021000001,Labor Market,momentum
BAAFFM__rollz6,0.00016801059,BAAFFM,Interest and Exchange Rates,rolling_stat
CPIULFSL__lag9,0.00016783265,CPIULFSL,Prices,lag
USGOOD__lag9,0.00016748806,USGOOD,Labor Market,lag
FEDFUNDS__rollmean6,0.00016729117,FEDFUNDS,Interest and Exchange Rates,rolling_stat
BAAFFM__mom3,0.00016634612,BAAFFM,Interest and Exchange Rates,momentum
IPMAT__rollstd12,0.00016632659,IPMAT,Output and Income,rolling_stat
BAAFFM__rollmean24,0.00016408044,BAAFFM,Interest and Exchange Rates,rolling_stat
TOTRESNS__mom3,0.0001621138,TOTRESNS,Money and Credit,momentum
UNRATE__lag12,0.00015883929,UNRATE,Labor Market,lag
CES3000000008__mom6,0.00015875432,CES3000000008,Prices,momentum
HOUSTS__mom6,0.00015849598,HOUSTS,Housing,momentum
AAAFFM__mom12,0.00015807372,AAAFFM,Interest and Exchange Rates,momentum
PERMITS__lag12,0.00015760509,PERMITS,Housing,lag
UEMP15T26__lag9,0.0001569574,UEMP15T26,Labor Market,lag
HOUSTW__lag12,0.00015611097,HOUSTW,Housing,lag
NONBORRES__lag3,0.00015320326,NONBORRES,Money and Credit,lag
CUUR0000SA0L2__mom6,0.00015283057,CUUR0000SA0L2,Prices,momentum
CLF16OV__mom12,0.00015225603,CLF16OV,Labor Market,momentum
CPIAPPSL__mom12,0.00014757294,CPIAPPSL,Prices,momentum
NDMANEMP__base,0.00014719352,NDMANEMP,Labor Market,base
PERMITMW__lag9,0.00014718724,PERMITMW,Housing,lag
UNRATE__rollz6,0.00014638089,UNRATE,Labor Market,rolling_stat
CES2000000008__rollz24,0.00014552004,CES2000000008,Prices,rolling_stat
DNDGRG3M086SBEA__lag9,0.00014548031,DNDGRG3M086SBEA,Prices,lag
CLF16OV__lag1,0.00014536956,CLF16OV,Labor Market,lag
CUSR0000SAS__rollmean6,0.0001427616,CUSR0000SAS,Prices,rolling_stat
TB6MS__lag1,0.00014245199,TB6MS,Interest and Exchange Rates,lag
RPI__rollstd12,0.00014195371,RPI,Output and Income,rolling_stat
UEMP5TO14__mom3,0.00014177202,UEMP5TO14,Labor Market,momentum
HOUSTMW__base,0.00014131004,HOUSTMW,Housing,base
TB6SMFFM__lag6,0.00013979722,TB6SMFFM,Interest and Exchange Rates,lag
IPDMAT__lag6,0.00013969805,IPDMAT,Output and Income,lag
UEMP5TO14__lag9,0.00013956336,UEMP5TO14,Labor Market,lag
AAA__mom12,0.00013904156,AAA,Interest and Exchange Rates,momentum
M2SL__lag3,0.00013869035,M2SL,Money and Credit,lag
CUUR0000SAD__mom6,0.00013805952,CUUR0000SAD,Prices,momentum
T10YFFM__rollz24,0.00013787251,T10YFFM,Interest and Exchange Rates,rolling_stat
CES0600000007__rollstd24,0.0001374145,CES0600000007,Labor Market,rolling_stat
UEMPLT5__lag6,0.00013688767,UEMPLT5,Labor Market,lag
IPDCONGD__mom3,0.00013673569,IPDCONGD,Output and Income,momentum
CUSR0000SAS__lag6,0.00013626211,CUSR0000SAS,Prices,lag
MANEMP__lag9,0.00013501194,MANEMP,Labor Market,lag
WPSID62__rollmean12,0.0001348004,WPSID62,Prices,rolling_stat
T1YFFM__lag12,0.00013425923,T1YFFM,Interest and Exchange Rates,lag
DTCOLNVHFNM__mom6,0.00013410507,DTCOLNVHFNM,Money and Credit,momentum
CES0600000007__rollz24,0.00013298939,CES0600000007,Labor Market,rolling_stat
HOUSTNE__lag6,0.00013218923,HOUSTNE,Housing,lag
NONREVSL__rollstd6,0.00013195709,NONREVSL,Money and Credit,rolling_stat
WPSFD49207__lag3,0.00013183108,WPSFD49207,Prices,lag
WPSID62__lag6,0.00013071913,WPSID62,Prices,lag
REALLN__mom6,0.00012951762,REALLN,Money and Credit,momentum
UEMP5TO14__rollz6,0.00012947914,UEMP5TO14,Labor Market,rolling_stat
UEMP15OV__mom3,0.0001293223,UEMP15OV,Labor Market,momentum
CES0600000008__lag3,0.00012917157,CES0600000008,Prices,lag
UNRATE__rollz12,0.00012802165,UNRATE,Labor Market,rolling_stat
NDMANEMP__lag12,0.000127321,NDMANEMP,Labor Market,lag
M2REAL__base,0.0001271633,M2REAL,Money and Credit,base
TB3MS__base,0.00012559195,TB3MS,Interest and Exchange Rates,base
USGOVT__rollmean6,0.00012509256,USGOVT,Labor Market,rolling_stat
CES0600000007__rollstd6,0.00012480836,CES0600000007,Labor Market,rolling_stat
BAAFFM__rollz24,0.00012478996,BAAFFM,Interest and Exchange Rates,rolling_stat
REALLN__rollmean6,0.00012392743,REALLN,Money and Credit,rolling_stat
WPSID62__rollstd12,0.00012389364,WPSID62,Prices,rolling_stat
GS1__mom6,0.00012328554,GS1,Interest and Exchange Rates,momentum
USTRADE__mom6,0.00012290853,USTRADE,Labor Market,momentum
INDPRO__lag12,0.00012270645,INDPRO,Output and Income,lag
USGOOD__base,0.00012263039,USGOOD,Labor Market,base
IPNCONGD__rollmean24,0.00012206952,IPNCONGD,Output and Income,rolling_stat
HOUSTW__mom12,0.00012094137,HOUSTW,Housing,momentum
PERMITW__mom3,0.00012081982,PERMITW,Housing,momentum
CES1021000001__rollmean24,0.00012048034,CES1021000001,Labor Market,rolling_stat
TB6SMFFM__rollmean24,0.00011946673,TB6SMFFM,Interest and Exchange Rates,rolling_stat
CUSR0000SA0L5__lag9,0.00011913294,CUSR0000SA0L5,Prices,lag
DTCTHFNM__lag3,0.00011864081,DTCTHFNM,Money and Credit,lag
CES1021000001__base,0.00011826642,CES1021000001,Labor Market,base
USTRADE__lag3,0.000117149044,USTRADE,Labor Market,lag
GS5__rollz6,0.00011547866,GS5,Interest and Exchange Rates,rolling_stat
USTPU__rollstd6,0.000115249255,USTPU,Labor Market,rolling_stat
REALLN__rollmean24,0.00011422754,REALLN,Money and Credit,rolling_stat
DTCTHFNM__rollmean24,0.00011376222,DTCTHFNM,Money and Credit,rolling_stat
UEMP15T26__mom3,0.00011294375,UEMP15T26,Labor Market,momentum
IPCONGD__lag1,0.00011236053,IPCONGD,Output and Income,lag
IPBUSEQ__lag12,0.000111940084,IPBUSEQ,Output and Income,lag
M2SL__lag9,0.00011154851,M2SL,Money and Credit,lag
UEMP5TO14__rollz12,0.00011058733,UEMP5TO14,Labor Market,rolling_stat
TB3MS__rollmean6,0.000110463436,TB3MS,Interest and Exchange Rates,rolling_stat
USFIRE__lag3,0.00011009751,USFIRE,Labor Market,lag
DMANEMP__lag3,0.00010998815,DMANEMP,Labor Market,lag
CE16OV__lag9,0.000109225315,CE16OV,Labor Market,lag
WPSFD49502__lag3,0.00010913364,WPSFD49502,Prices,lag
M1SL__lag9,0.000107513544,M1SL,Money and Credit,lag
CPIAPPSL__rollmean24,0.00010744097,CPIAPPSL,Prices,rolling_stat
T5YFFM__rollz6,0.00010720757,T5YFFM,Interest and Exchange Rates,rolling_stat
DPCERA3M086SBEA__mom6,0.0001064344,DPCERA3M086SBEA,"Consumption, Orders and Inventories",momentum
IPFPNSS__lag6,0.00010619185,IPFPNSS,Output and Income,lag
DTCOLNVHFNM__rollmean12,0.00010476744,DTCOLNVHFNM,Money and Credit,rolling_stat
WPSID61__rollstd12,0.000104350256,WPSID61,Prices,rolling_stat
OILPRICEx__mom6,0.00010385837,OILPRICEx,Prices,momentum
CPIAUCSL__mom3,0.00010373814,CPIAUCSL,Prices,momentum
CES2000000008__lag9,0.00010354844,CES2000000008,Prices,lag
UEMP15T26__mom12,0.00010295246,UEMP15T26,Labor Market,momentum
CPIMEDSL__lag6,0.00010279873,CPIMEDSL,Prices,lag
IPCONGD__rollstd24,0.00010259575,IPCONGD,Output and Income,rolling_stat
AWHMAN__lag9,0.00010254726,AWHMAN,Labor Market,lag
WPSID62__lag12,0.00010177909,WPSID62,Prices,lag
PERMITNE__rollz24,0.00010115509,PERMITNE,Housing,rolling_stat
PAYEMS__lag9,0.00010035544,PAYEMS,Labor Market,lag
CUSR0000SAC__mom3,0.00010003803,CUSR0000SAC,Prices,momentum
TOTRESNS__rollz6,9.965691e-05,TOTRESNS,Money and Credit,rolling_stat
NONREVSL__rollstd24,9.9545425e-05,NONREVSL,Money and Credit,rolling_stat
BAAFFM__rollstd12,9.872188e-05,BAAFFM,Interest and Exchange Rates,rolling_stat
HOUSTMW__rollmean24,9.84269e-05,HOUSTMW,Housing,rolling_stat
INVEST__lag1,9.820964e-05,INVEST,Money and Credit,lag
GS5__rollmean6,9.815633e-05,GS5,Interest and Exchange Rates,rolling_stat
HOUST__lag12,9.787096e-05,HOUST,Housing,lag
IPFUELS__lag12,9.7106684e-05,IPFUELS,Output and Income,lag
CE16OV__lag6,9.703428e-05,CE16OV,Labor Market,lag
DTCOLNVHFNM__rollmean24,9.6949414e-05,DTCOLNVHFNM,Money and Credit,rolling_stat
PERMITW__base,9.66166e-05,PERMITW,Housing,base
DTCOLNVHFNM__rollz6,9.626559e-05,DTCOLNVHFNM,Money and Credit,rolling_stat
CPITRNSL__mom6,9.6023236e-05,CPITRNSL,Prices,momentum
T1YFFM__mom12,9.5673735e-05,T1YFFM,Interest and Exchange Rates,momentum
WPSID62__rollstd24,9.495548e-05,WPSID62,Prices,rolling_stat
NONBORRES__mom12,9.433181e-05,NONBORRES,Money and Credit,momentum
IPMAT__rollmean6,9.420745e-05,IPMAT,Output and Income,rolling_stat
CES0600000008__lag6,9.398892e-05,CES0600000008,Prices,lag
WPSFD49207__lag1,9.251931e-05,WPSFD49207,Prices,lag
CES0600000008__base,9.2409115e-05,CES0600000008,Prices,base
TB6SMFFM__rollz6,9.183088e-05,TB6SMFFM,Interest and Exchange Rates,rolling_stat
HOUSTNE__base,9.163331e-05,HOUSTNE,Housing,base
PCEPI__lag9,9.157884e-05,PCEPI,Prices,lag
CES0600000008__rollstd6,9.1541166e-05,CES0600000008,Prices,rolling_stat
HOUSTNE__lag9,9.110423e-05,HOUSTNE,Housing,lag
CUUR0000SAD__rollstd6,9.096446e-05,CUUR0000SAD,Prices,rolling_stat
PPICMM__lag12,9.077496e-05,PPICMM,Prices,lag
HOUSTW__rollstd24,8.9408444e-05,HOUSTW,Housing,rolling_stat
IPCONGD__lag9,8.937055e-05,IPCONGD,Output and Income,lag
IPNCONGD__lag6,8.91174e-05,IPNCONGD,Output and Income,lag
IPNCONGD__lag12,8.9088084e-05,IPNCONGD,Output and Income,lag
IPBUSEQ__rollz6,8.9048655e-05,IPBUSEQ,Output and Income,rolling_stat
CUSR0000SAS__lag1,8.8709414e-05,CUSR0000SAS,Prices,lag
GS1__rollstd12,8.8632194e-05,GS1,Interest and Exchange Rates,rolling_stat
GS1__lag9,8.82209e-05,GS1,Interest and Exchange Rates,lag
WPSFD49207__base,8.815003e-05,WPSFD49207,Prices,base
USWTRADE__lag9,8.810928e-05,USWTRADE,Labor Market,lag
IPFINAL__mom3,8.716764e-05,IPFINAL,Output and Income,momentum
DPCERA3M086SBEA__mom3,8.675904e-05,DPCERA3M086SBEA,"Consumption, Orders and Inventories",momentum
DDURRG3M086SBEA__lag9,8.673444e-05,DDURRG3M086SBEA,Prices,lag
IPBUSEQ__lag9,8.652014e-05,IPBUSEQ,Output and Income,lag
UEMPLT5__lag3,8.643844e-05,UEMPLT5,Labor Market,lag
IPB51222S__lag6,8.6335705e-05,IPB51222S,Output and Income,lag
IPB51222S__lag3,8.6003565e-05,IPB51222S,Output and Income,lag
IPMAT__rollstd24,8.590418e-05,IPMAT,Output and Income,rolling_stat
M2SL__mom3,8.571559e-05,M2SL,Money and Credit,momentum
REALLN__rollstd12,8.5571846e-05,REALLN,Money and Credit,rolling_stat
TOTRESNS__rollz12,8.501509e-05,TOTRESNS,Money and Credit,rolling_stat
PCEPI__lag1,8.497639e-05,PCEPI,Prices,lag
DNDGRG3M086SBEA__rollmean12,8.391269e-05,DNDGRG3M086SBEA,Prices,rolling_stat
HOUSTMW__mom12,8.378882e-05,HOUSTMW,Housing,momentum
BUSLOANS__rollstd6,8.309503e-05,BUSLOANS,Money and Credit,rolling_stat
REALLN__base,8.252611e-05,REALLN,Money and Credit,base
UEMP5TO14__rollz24,8.2101156e-05,UEMP5TO14,Labor Market,rolling_stat
HOUSTW__lag6,8.209924e-05,HOUSTW,Housing,lag
USGOOD__rollstd6,8.1854276e-05,USGOOD,Labor Market,rolling_stat
IPDCONGD__lag3,8.1557126e-05,IPDCONGD,Output and Income,lag
TOTRESNS__lag6,8.1364764e-05,TOTRESNS,Money and Credit,lag
AWHMAN__rollstd24,8.1334525e-05,AWHMAN,Labor Market,rolling_stat
PERMITNE__mom3,8.0799924e-05,PERMITNE,Housing,momentum
UEMPLT5__lag1,8.073413e-05,UEMPLT5,Labor Market,lag
PERMITNE__base,8.060939e-05,PERMITNE,Housing,base
UNRATE__lag6,8.035458e-05,UNRATE,Labor Market,lag
WPSFD49207__rollmean24,7.968961e-05,WPSFD49207,Prices,rolling_stat
CLF16OV__lag3,7.908328e-05,CLF16OV,Labor Market,lag
USTRADE__mom3,7.89141e-05,USTRADE,Labor Market,momentum
CUUR0000SA0L2__rollstd24,7.825595e-05,CUUR0000SA0L2,Prices,rolling_stat
IPCONGD__mom6,7.786542e-05,IPCONGD,Output and Income,momentum
AWHMAN__lag3,7.754235e-05,AWHMAN,Labor Market,lag
WPSFD49502__rollmean12,7.615898e-05,WPSFD49502,Prices,rolling_stat
PERMITMW__lag1,7.5723954e-05,PERMITMW,Housing,lag
OILPRICEx__mom3,7.421016e-05,OILPRICEx,Prices,momentum
CUMFNS__lag6,7.410816e-05,CUMFNS,Output and Income,lag
TB6MS__rollmean6,7.403725e-05,TB6MS,Interest and Exchange Rates,rolling_stat
CES0600000008__rollmean24,7.401862e-05,CES0600000008,Prices,rolling_stat
UEMP15T26__rollmean24,7.377174e-05,UEMP15T26,Labor Market,rolling_stat
W875RX1__lag6,7.36942e-05,W875RX1,Output and Income,lag
USGOVT__lag12,7.357916e-05,USGOVT,Labor Market,lag
IPDCONGD__mom6,7.349578e-05,IPDCONGD,Output and Income,momentum
IPB51222S__lag1,7.21528e-05,IPB51222S,Output and Income,lag
AAA__rollz24,7.19049e-05,AAA,Interest and Exchange Rates,rolling_stat
NONBORRES__mom6,7.181281e-05,NONBORRES,Money and Credit,momentum
TB3SMFFM__rollstd24,7.171116e-05,TB3SMFFM,Interest and Exchange Rates,rolling_stat
USFIRE__rollmean24,7.160242e-05,USFIRE,Labor Market,rolling_stat
CUSR0000SA0L5__lag6,7.144626e-05,CUSR0000SA0L5,Prices,lag
PAYEMS__mom12,7.1171744e-05,PAYEMS,Labor Market,momentum
CLF16OV__rollstd24,7.1046474e-05,CLF16OV,Labor Market,rolling_stat
DDURRG3M086SBEA__rollz6,7.095979e-05,DDURRG3M086SBEA,Prices,rolling_stat
CUSR0000SAS__rollmean12,7.054805e-05,CUSR0000SAS,Prices,rolling_stat
DPCERA3M086SBEA__lag12,7.0312795e-05,DPCERA3M086SBEA,"Consumption, Orders and Inventories",lag
USFIRE__rollz6,7.0281516e-05,USFIRE,Labor Market,rolling_stat
CUUR0000SAD__lag3,6.9926326e-05,CUUR0000SAD,Prices,lag
UEMP15T26__rollstd6,6.975063e-05,UEMP15T26,Labor Market,rolling_stat
USCONS__lag3,6.923442e-05,USCONS,Labor Market,lag
UEMP27OV__lag1,6.899621e-05,UEMP27OV,Labor Market,lag
HOUST__rollstd12,6.8176814e-05,HOUST,Housing,rolling_stat
AWOTMAN__base,6.806061e-05,AWOTMAN,Labor Market,base
IPB51222S__base,6.796146e-05,IPB51222S,Output and Income,base
WPSID62__rollstd6,6.785162e-05,WPSID62,Prices,rolling_stat
TOTRESNS__lag1,6.782782e-05,TOTRESNS,Money and Credit,lag
CUMFNS__lag1,6.778416e-05,CUMFNS,Output and Income,lag
T10YFFM__rollstd12,6.770317e-05,T10YFFM,Interest and Exchange Rates,rolling_stat
OILPRICEx__rollmean24,6.763429e-05,OILPRICEx,Prices,rolling_stat
CES3000000008__base,6.759677e-05,CES3000000008,Prices,base
HOUSTS__rollstd6,6.6624096e-05,HOUSTS,Housing,rolling_stat
DMANEMP__lag6,6.659789e-05,DMANEMP,Labor Market,lag
NONREVSL__lag12,6.630036e-05,NONREVSL,Money and Credit,lag
IPCONGD__lag6,6.6059634e-05,IPCONGD,Output and Income,lag
CPIAPPSL__lag3,6.5979824e-05,CPIAPPSL,Prices,lag
USWTRADE__mom3,6.5674816e-05,USWTRADE,Labor Market,momentum
IPFPNSS__lag12,6.5426335e-05,IPFPNSS,Output and Income,lag
CES0600000007__lag6,6.488243e-05,CES0600000007,Labor Market,lag
INDPRO__rollz12,6.4826505e-05,INDPRO,Output and Income,rolling_stat
WPSFD49207__lag12,6.454948e-05,WPSFD49207,Prices,lag
M2REAL__lag6,6.4490305e-05,M2REAL,Money and Credit,lag
IPMANSICS__lag6,6.437409e-05,IPMANSICS,Output and Income,lag
TB6MS__rollstd12,6.437257e-05,TB6MS,Interest and Exchange Rates,rolling_stat
DPCERA3M086SBEA__rollstd6,6.41744e-05,DPCERA3M086SBEA,"Consumption, Orders and Inventories",rolling_stat
BAAFFM__lag9,6.354268e-05,BAAFFM,Interest and Exchange Rates,lag
UEMP27OV__rollstd12,6.290515e-05,UEMP27OV,Labor Market,rolling_stat
M2REAL__lag12,6.221168e-05,M2REAL,Money and Credit,lag
T10YFFM__mom6,6.218214e-05,T10YFFM,Interest and Exchange Rates,momentum
USGOOD__lag6,6.173967e-05,USGOOD,Labor Market,lag
RPI__lag12,6.167844e-05,RPI,Output and Income,lag
INVEST__lag12,6.1564206e-05,INVEST,Money and Credit,lag
CES1021000001__rollstd6,6.136723e-05,CES1021000001,Labor Market,rolling_stat
IPCONGD__base,6.1349725e-05,IPCONGD,Output and Income,base
USCONS__lag12,6.118551e-05,USCONS,Labor Market,lag
CPITRNSL__base,6.112375e-05,CPITRNSL,Prices,base
CLF16OV__mom3,6.0937233e-05,CLF16OV,Labor Market,momentum
DSERRG3M086SBEA__lag1,6.0717066e-05,DSERRG3M086SBEA,Prices,lag
T5YFFM__rollstd6,6.0609753e-05,T5YFFM,Interest and Exchange Rates,rolling_stat
PERMITS__mom12,6.0576647e-05,PERMITS,Housing,momentum
NDMANEMP__mom12,6.0161336e-05,NDMANEMP,Labor Market,momentum
SRVPRD__lag6,5.9960137e-05,SRVPRD,Labor Market,lag
GS10__rollz24,5.9432325e-05,GS10,Interest and Exchange Rates,rolling_stat
CUUR0000SAD__lag9,5.9391976e-05,CUUR0000SAD,Prices,lag
IPFPNSS__lag9,5.916472e-05,IPFPNSS,Output and Income,lag
TOTRESNS__rollmean24,5.8982045e-05,TOTRESNS,Money and Credit,rolling_stat
IPFUELS__lag6,5.870707e-05,IPFUELS,Output and Income,lag
OILPRICEx__rollstd24,5.8663747e-05,OILPRICEx,Prices,rolling_stat
T5YFFM__lag1,5.8590867e-05,T5YFFM,Interest and Exchange Rates,lag
DSERRG3M086SBEA__lag12,5.8390535e-05,DSERRG3M086SBEA,Prices,lag
CE16OV__mom12,5.804054e-05,CE16OV,Labor Market,momentum
PERMITW__rollz6,5.79172e-05,PERMITW,Housing,rolling_stat
BUSLOANS__rollmean24,5.784935e-05,BUSLOANS,Money and Credit,rolling_stat
TB6SMFFM__mom3,5.780178e-05,TB6SMFFM,Interest and Exchange Rates,momentum
INVEST__lag9,5.7445624e-05,INVEST,Money and Credit,lag
DSERRG3M086SBEA__rollstd6,5.7246314e-05,DSERRG3M086SBEA,Prices,rolling_stat
DDURRG3M086SBEA__rollstd6,5.6477293e-05,DDURRG3M086SBEA,Prices,rolling_stat
CUUR0000SA0L2__lag3,5.5783523e-05,CUUR0000SA0L2,Prices,lag
BUSLOANS__lag9,5.5685003e-05,BUSLOANS,Money and Credit,lag
USTRADE__rollstd6,5.5363405e-05,USTRADE,Labor Market,rolling_stat
WPSID61__base,5.462013e-05,WPSID61,Prices,base
AWOTMAN__lag1,5.4560234e-05,AWOTMAN,Labor Market,lag
NDMANEMP__lag6,5.4494114e-05,NDMANEMP,Labor Market,lag
DMANEMP__lag12,5.4255765e-05,DMANEMP,Labor Market,lag
NDMANEMP__lag3,5.4204793e-05,NDMANEMP,Labor Market,lag
REALLN__rollz12,5.4088752e-05,REALLN,Money and Credit,rolling_stat
HOUSTW__lag3,5.379311e-05,HOUSTW,Housing,lag
TB3MS__lag1,5.3496984e-05,TB3MS,Interest and Exchange Rates,lag
UEMP15OV__rollstd12,5.346625e-05,UEMP15OV,Labor Market,rolling_stat
USWTRADE__lag1,5.3458345e-05,USWTRADE,Labor Market,lag
CES1021000001__lag6,5.333287e-05,CES1021000001,Labor Market,lag
USTPU__lag1,5.3173662e-05,USTPU,Labor Market,lag
AWHMAN__rollz12,5.3052714e-05,AWHMAN,Labor Market,rolling_stat
IPNMAT__lag9,5.3030686e-05,IPNMAT,Output and Income,lag
CES0600000008__rollstd12,5.2601274e-05,CES0600000008,Prices,rolling_stat
W875RX1__rollstd24,5.2476516e-05,W875RX1,Output and Income,rolling_stat
CES3000000008__mom12,5.2339652e-05,CES3000000008,Prices,momentum
BAA__mom6,5.2199674e-05,BAA,Interest and Exchange Rates,momentum
SP500__rollstd24,5.200231e-05,SP500,Stock Market,rolling_stat
IPFUELS__lag9,5.1884857e-05,IPFUELS,Output and Income,lag
CPITRNSL__rollz6,5.1840154e-05,CPITRNSL,Prices,rolling_stat
USTPU__lag6,5.1696832e-05,USTPU,Labor Market,lag
T10YFFM__rollstd24,5.1465526e-05,T10YFFM,Interest and Exchange Rates,rolling_stat
USWTRADE__lag12,5.1011444e-05,USWTRADE,Labor Market,lag
TOTRESNS__lag3,5.0794715e-05,TOTRESNS,Money and Credit,lag
TOTRESNS__rollstd6,5.078794e-05,TOTRESNS,Money and Credit,rolling_stat
CREDIT_SPREAD_BAA_AAA,5.0420364e-05,CREDIT_SPREAD_BAA_AAA,Interest and Exchange Rates,spread
GS5__lag6,5.0094797e-05,GS5,Interest and Exchange Rates,lag
CUMFNS__rollz24,4.9788887e-05,CUMFNS,Output and Income,rolling_stat
HOUST__rollz6,4.97777e-05,HOUST,Housing,rolling_stat
DTCOLNVHFNM__base,4.9720282e-05,DTCOLNVHFNM,Money and Credit,base
RPI__lag3,4.9655086e-05,RPI,Output and Income,lag
HOUSTNE__mom3,4.9627954e-05,HOUSTNE,Housing,momentum
UEMP15T26__rollz12,4.9359238e-05,UEMP15T26,Labor Market,rolling_stat
